	DateTime	Comments	AIR_TEMPERATURE	AIR_TEMPERATURE_err	AIR_PRESSURE	AIR_PRESSURE_err	RAIN	RAIN_err	LIGHT_LX	LIGHT_LX_err	UV	UV_err	V1_state	V1_state_err	V2_state	V2_state_err	V3_state	V3_state_err	V4_state	V4_state_err	V5_state	V5_state_err	V6_state	V6_state_err	V7_state	V7_state_err	V8_state	V8_state_err	PUMP_PROBE_state	PUMP_PROBE_state_err	PUMP_VENTILATION_state	PUMP_VENTILATION_state_err	AIR_FLOW	AIR_FLOW_err	LATITUDE	LATITUDE_err	LONGITUDE	LONGITUDE_err	SPEED	SPEED_err	COURSE	COURSE_err	RELEY_1	RELEY_1_err	RELEY_2	RELEY_2_err	RELEY_3	RELEY_3_err	RELEY_4	RELEY_4_err	WATER_FLOW_1	WATER_FLOW_1_err	WATER_FLOW_2	WATER_FLOW_2_err	WATER_FLOW_3	WATER_FLOW_3_err	WATER_FLOW_4	WATER_FLOW_4_err	TEMP_DS1	TEMP_DS1_err	TEMP_DS2	TEMP_DS2_err	TEMP_DS3	TEMP_DS3_err	METEO_LEVEL	METEO_LEVEL_err	METEO_PRESS	METEO_PRESS_err	METEO_TIME	METEO_TIME_err	METEO_TEMP	METEO_TEMP_err	METEO_HUM	METEO_HUM_err	METEO_SOLAR	METEO_SOLAR_err	METEO_WIND_DIR	METEO_WIND_DIR_err	METEO_WIND_SPEED	METEO_WIND_SPEED_err	METEO_WIND_SPEED_MAX	METEO_WIND_SPEED_MAX_err	METEO_RAIN	METEO_RAIN_err	PICARRO_CO2	PICARRO_CO2_err	PICARRO_CH4	PICARRO_CH4_err	PICARRO_H2O	PICARRO_H2O_err	NX_B	NX_B_err	KFA_B	KFA_B_err	NX_G	NX_G_err	KFA_G	KFA_G_err	NX_R	NX_R_err	KFA_R	KFA_R_err
6410	2024-03-20 10:17:40		6.54205	0.0841532	95718.4	1.61634	0.0	0.0	37601.0	0.0	95.0682	0.254972	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	3.25475e-06	105.064	6.45994e-06	0.113769	0.0703694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.905	0.0843603	5.454	0.100022	0.0	0.0	0.0	0.0	2.371	0.048408	0.792	0.0289828	30.274	0.0579655	2938.08	0.173136	716.456	0.00241819	1710900000.0	6.20484			74.5		400.81		233.0		2.4		3.1		0.0		448.441		11.7558		0.5622													
6411	2024-03-20 10:18:00		6.70822	0.0416309	95718.2	1.47346	0.0	0.0	37601.0	0.0	95.8636	0.632121	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	2.40832e-06	105.064	8.71948e-06	0.0752941	0.0464983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.852	0.109626	5.414	0.0722957	0.0	0.0	0.0	0.0	2.351	0.0467737	0.762	0.0252982	30.425	0.0593015	2938.22	0.282948	716.459	0.00307128	1710900000.0	5.97999															442.536	2.38507	11.7774	0.00417193	0.5622	0.0												
6412	2024-03-20 10:18:20		6.90953	0.073321	95718.3	1.6158	0.0	0.0	37601.0	0.0	96.25	0.438019	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	5.82687e-06	105.064	6.04743e-06	0.0646	0.0490085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.106145	5.535	0.068516	0.0	0.0	0.0	0.0	2.359	0.0338132	0.768	0.0289828	30.572	0.0473286	2937.95	0.283994	716.465	0.00452769	1710900000.0	5.33854															441.63		11.7754		0.5622													
6413	2024-03-20 10:18:40		6.962	0.0256373	95716.3	1.5558	0.0	0.0	37601.0	0.0	96.0222	0.149071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	1.61108e-06	105.064	0.0	0.0570625	0.0441505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.587	0.0956905	5.613	0.0959224	0.0	0.0	0.0	0.0	2.338	0.0361478	0.744	0.0189737	30.627	0.0221359	2938.12	0.161543	716.461	0.00595739	1710900000.0	6.20484															445.272		11.8234		0.5622													
6414	2024-03-20 10:19:00		7.12614	0.0545261	95716.4	1.62739	0.0	0.0	37601.0	0.0	96.1364	0.347142	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	5.42305e-06	105.064	2.06559e-06	0.109133	0.0751778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0866667	5.613	0.0411096	0.0	0.0	0.0	0.0	2.331	0.0338132	0.762	0.0252982	30.655	0.0368932	2937.99	0.258943	716.467	0.00309223	1710900000.0	6.20484															449.929		11.8762		0.5622													
6415	2024-03-20 10:19:20		7.23068	0.0296803	95715.4	1.29464	0.0	0.0	37601.0	0.0	96.0455	0.210707	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	7.03867e-06	105.064	6.68799e-06	0.107063	0.0821328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.615	0.168671	5.613	0.073794	0.0	0.0	0.0	0.0	2.352	0.0361478	0.744	0.0189737	30.655	0.0368932	2938.19	0.239605	716.458	0.00344697	1710900000.0	5.91608															457.545	3.5518	11.8569	0.0318198	0.5622	0.0												
6416	2024-03-20 10:19:40		7.02333	0.084477	95713.9	1.70993	0.0	0.0	37601.0	0.0	96.1111	0.317821	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	5.14496e-06	105.064	6.91864e-06	0.124765	0.0573711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.615	0.129979	5.6	0.0612826	0.0	0.0	0.0	0.0	2.372	0.0376534	0.744	0.0189737	30.738	0.0252982	2938.32	0.214929	716.442	0.00790386	1710900000.0	6.20781			75.7		402.57		234.0		2.1		2.7		0.0		463.355		11.7923		0.5622													
6417	2024-03-20 10:20:00		6.87136	0.0507887	95714.6	1.56007	0.0	0.0	37601.0	0.0	96.1136	0.321038	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	4e-06	105.064	3.59487e-06	0.0658571	0.0384745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.721	0.0931486	5.548	0.0671317	0.0	0.0	0.0	0.0	2.38	0.0	0.774	0.0309839	30.738	0.0379473	2938.42	0.20605	716.427	0.00411319	1710900000.0	5.33854															465.453		11.8118		0.5622													
6418	2024-03-20 10:20:20		6.89756	0.0947042	95714.2	1.66699	0.0	0.0	37601.0	0.0	96.1591	0.369989	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	4.10842e-06	105.064	3.6619e-06	0.0665333	0.0462383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.627	0.127806	5.494	0.105956	0.0	0.0	0.0	0.0	2.398	0.0289828	0.774	0.0309839	30.669	0.0338132	2938.27	0.250521	716.425	0.00677457	1710900000.0	5.91608															467.73		11.8013		0.5622													
6419	2024-03-20 10:20:40		7.18818	0.0556681	95712.5	1.68346	0.0	0.0	37601.0	0.0	96.7556	0.570309	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	2.0292e-06	105.064	2.73252e-06	0.084125	0.0384896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.572	0.0676264	5.442	0.0590292	0.0	0.0	0.0	0.0	2.434	0.0442719	0.799	0.0401248	30.648	0.0361478	2938.47	0.314184	716.419	0.00687127	1710900000.0	6.20484															471.859		11.7762		0.5622													
6420	2024-03-20 10:21:00		7.22636	0.0291021	95711.6	1.87514	0.0	0.0	37601.0	0.0	97.1136	0.321038	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	6.5352e-06	105.064	7.25849e-06	0.0909333	0.0554224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.504	0.0548128	5.535	0.068516	0.0	0.0	0.0	0.0	2.428	0.0252982	0.818	0.0376534	30.72	0.0316228	2938.62	0.164975	716.423	0.00490542	1710900000.0	6.36169															478.717	2.69372	11.7453	0.0206475	0.5622	0.0												
6421	2024-03-20 10:21:20		7.35318	0.0425781	95709.6	1.85049	0.0	0.0	37601.0	0.0	97.2727	0.499471	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	5.28037e-06	105.064	0.0	0.181471	0.113807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.466	0.12808	5.535	0.068516	0.0	0.0	0.0	0.0	2.434	0.0189737	0.805	0.0362859	30.75	0.0282843	2938.41	0.209113	716.435	0.00228736	1710900000.0	5.33854															482.788		11.6604		0.5622													
6422	2024-03-20 10:21:40		7.53978	0.0739007	95709.9	1.37961	0.0	0.0	37601.0	0.0	98.0	0.304997	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	3.53486e-06	105.064	6.54872e-06	0.184067	0.142578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.531	0.0636745	5.6	0.0612826	0.0	0.0	0.0	0.0	2.428	0.0252982	0.831	0.0338132	30.756	0.0340588	2938.33	0.236307	716.436	0.00566522	1710900000.0	5.91608			76.4		406.08		224.0		2.1		2.7		0.0		483.97		11.566		0.5622													
6423	2024-03-20 10:22:00		7.77909	0.0558993	95709.1	1.60873	0.0	0.0	37601.0	0.0	98.1778	0.386646	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	4.58984e-06	105.064	6.65207e-06	0.164312	0.0997054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.547	0.202926	5.639	0.062796	0.0	0.0	0.0	0.0	2.452	0.0252982	0.805	0.0362859	30.72	0.0316228	2938.24	0.24504	716.445	0.00559762	1710900000.0	6.20484															483.056		11.4913		0.5622													
6424	2024-03-20 10:22:20		7.93227	0.050984	95707.4	2.19478	0.0	0.0	37601.0	0.0	98.9545	0.526266	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	2.51661e-06	105.064	3.41565e-06	0.151267	0.119623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.786	0.13142	5.468	0.090037	0.0	0.0	0.0	0.0	2.458	0.056921	0.817	0.0221359	30.669	0.0338132	2937.82	0.131488	716.465	0.00820743	1710900000.0	6.20484															480.003	1.36762	11.4171	0.0163342	0.5622	0.0												
6425	2024-03-20 10:22:40		8.02311	0.0216188	95705.3	2.12403	0.0	0.0	37601.0	0.0	99.0682	0.254972	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	4.75152e-06	105.064	3.20416e-06	0.0973333	0.0614813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.735	0.068516	5.522	0.0671317	0.0	0.0	0.0	0.0	2.41	0.0316228	0.805	0.0362859	30.662	0.0361478	2937.96	0.188995	716.468	0.00560396	1710900000.0	5.15353															477.269		11.3798		0.5622													
6426	2024-03-20 10:23:00		7.97636	0.0267713	95706.9	1.48336	0.0	0.0	37601.0	0.0	99.0889	0.287799	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	1.52128e-06	105.064	3.61478e-06	0.1138	0.0914512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.826	0.0548128	5.495	0.0843603	0.0	0.0	0.0	0.0	2.44	0.0565685	0.805	0.0362859	30.661	0.0467737	2937.69	0.174301	716.466	0.00416122	1710900000.0	5.87143															475.992		11.3583		0.5622													
6427	2024-03-20 10:23:20		7.97114	0.0519488	95707.2	2.04889	0.0	0.0	37601.0	0.0	99.7727	0.565012	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	3.56838e-06	105.064	2.46306e-06	0.0684	0.0260159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.652	0.194924	5.522	0.0671317	0.0	0.0	0.0	0.0	2.41	0.0424264	0.832	0.0451664	30.634	0.0295146	2938.09	0.207235	716.442	0.00922135	1710900000.0	6.20484															473.903		11.3945		0.5622													
6428	2024-03-20 10:23:40		7.94533	0.119936	95706.7	2.45287	0.0	0.0	37601.0	0.0	100.114	0.386752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8997	1.91485e-06	105.064	3.60147e-06	0.0774118	0.0393765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.865	0.068516	5.548	0.0671317	0.0	0.0	0.0	0.0	2.398	0.0289828	0.817	0.0221359	30.608	0.0252982	2938.08	0.239385	716.425	0.00426189	1710900000.0	5.97999	0.0		75.2		409.6		219.0		1.5		2.2		0.0		470.852		11.4607		0.5622													
6429	2024-03-20 10:24:00		7.56477	0.0863333	95709.6	1.62935	0.0	0.0	37601.0	0.0	100.091	0.290803	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	2.06559e-06	105.064	3.9036e-06	0.091	0.0540635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.733	0.12979	5.548	0.0671317	0.0	0.0	0.0	0.0	2.404	0.0309839	0.817	0.0221359	30.566	0.0340588	2938.25	0.38804	716.418	0.00627788	1710900000.0	5.59411															466.546	1.62917	11.5246	0.0157685	0.5622	0.0												
6430	2024-03-20 10:24:20		7.20886	0.137202	95709.8	1.97113	0.0	0.0	37601.0	0.0	99.4222	0.499495	0.577778	0.499495	0.422222	0.499495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	5.78728e-06	105.064	6.29815e-06	0.116812	0.0732404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.838	0.179121	5.495	0.0843603	0.0	0.0	0.0	0.0	2.422	0.0289828	0.838	0.0361478	30.548	0.0379473	2938.15	0.311351	716.421	0.00615672	1710900000.0	5.91608															464.763		11.5228		0.5622													
6431	2024-03-20 10:24:40		6.89364	0.0217909	95712.3	1.21106	0.0	0.0	37601.0	0.0	99.0682	0.254972	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.514545	0.00503686	51.8996	7.61077e-06	105.064	4.95215e-06	0.2492	0.160931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.109	0.062796	5.467	0.110257	0.0	0.0	0.0	0.0	2.398	0.0289828	0.845	0.0368932	30.512	0.0252982	2938.18	0.273538	716.416	0.00559081	1710900000.0	6.20484															465.188		11.5443		0.5622													
6432	2024-03-20 10:25:00		7.16705	0.0907739	95712.1	1.73519	0.0	0.0	37601.0	0.0	99.0909	0.290803	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.514773	0.00505258	51.8996	6.8501e-06	105.064	3.1305e-06	0.171687	0.156752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.879	0.127231	5.496	0.0548128	0.0	0.0	0.0	0.0	2.41	0.0316228	0.818	0.0376534	30.506	0.0189737	2938.21	0.229399	716.407	0.00754635	1710900000.0	5.91608															464.469		11.5552		0.5622													
6433	2024-03-20 10:25:20		7.104	0.0601287	95711.9	1.56174	0.0	0.0	37601.0	0.0	98.6667	0.603023	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.516444	0.0048409	51.8996	1.45769e-05	105.064	4.41755e-06	0.279118	0.195572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.879	0.127231	5.482	0.0759825	0.0	0.0	0.0	0.0	2.392	0.0252982	0.774	0.0309839	30.5	0.0282843	2938.4	0.271599	716.401	0.00488486	1710900000.0	6.20484															358.549	41.8189	17.6163	1.98541	0.5622	0.0												
6434	2024-03-20 10:25:40		7.16136	0.085904	95711.4	1.96648	0.0	0.0	37601.0	0.0	98.0455	0.210707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.516136	0.00492545	51.8996	1.0129e-05	105.064	6.95701e-06	0.233667	0.148451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	0.176131	5.482	0.0759825	0.0	0.0	0.0	0.0	2.392	0.0252982	0.805	0.0362859	30.518	0.0404969	2938.4	0.253759	716.4	0.00685136	1710900000.0	5.50134	0.22		74.3		413.11		234.0		0.9		1.3		0.0		318.801		18.0614		0.5622													
6435	2024-03-20 10:26:00		7.42356	0.0511751	95708.7	1.7491	0.0	0.0	37601.0	0.0	98.1364	0.347142	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.518222	0.00386646	51.8996	3.62909e-06	105.064	4.78788e-06	0.201067	0.147064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.586	0.144314	5.48	0.11804	0.0	0.0	0.0	0.0	2.392	0.0252982	0.832	0.0451664	30.494	0.0189737	2938.11	0.133334	716.417	0.00816217	1710900000.0	5.91608															314.7		16.5313		0.5622													
6436	2024-03-20 10:26:20		7.60455	0.0816246	95706.0	1.78658	0.0	0.0	37601.0	0.0	97.4667	0.587754	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.517045	0.00461522	51.8996	4.39913e-06	105.064	2.06559e-06	0.160867	0.104097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.642	0.0590292	5.509	0.062796	0.0	0.0	0.0	0.0	2.404	0.0309839	0.824	0.0295146	30.524	0.0309839	2937.96	0.244151	716.418	0.00387751	1710900000.0	6.06736															313.435		15.0382		0.5622													
6437	2024-03-20 10:26:40		7.87591	0.0429341	95703.7	1.79755	0.0	0.0	37601.0	0.0	97.1591	0.428257	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.517727	0.00423915	51.8996	4.01456e-06	105.064	6.91651e-06	0.195133	0.116571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.961	0.186574	5.468	0.090037	0.0	0.0	0.0	0.0	2.392	0.0252982	0.859	0.0338132	30.578	0.0289828	2937.57	0.298496	716.435	0.00938013	1710900000.0	6.34864															314.248		13.7829		0.5622													
6438	2024-03-20 10:27:00		7.92023	0.0650041	95703.2	1.8105	0.0	0.0	37601.0	0.0	97.0455	0.210707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.519111	0.00287799	51.8996	4.38178e-06	105.064	2.82179e-06	0.163625	0.106014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.012	0.114387	5.414	0.0722957	0.0	0.0	0.0	0.0	2.391	0.0401248	0.831	0.0338132	30.655	0.0556277	2937.83	0.371793	716.412	0.0101622	1710900000.0	5.33854															316.627	1.02976	12.5438	0.432679	0.5622	0.0												
6439	2024-03-20 10:27:20		8.23911	0.0796247	95699.3	1.52029	0.0	0.0	37601.0	0.0	97.0455	0.210707	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.519091	0.00290803	51.8996	3.26599e-06	105.064	4.34933e-06	0.0899375	0.0633766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.759	0.1413	5.483	0.0411096	0.0	0.0	0.0	0.0	2.386	0.0189737	0.824	0.0295146	30.726	0.0309839	2937.86	0.250795	716.411	0.0080648	1710900000.0	6.21684															317.918		11.8309		0.5622													
6440	2024-03-20 10:27:40		8.50114	0.145733	95696.2	3.07363	0.0	0.0	37601.0	0.0	97.5556	0.502519	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.519318	0.00254972	51.8996	5.26922e-06	105.064	4.95311e-06	0.09025	0.0513284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.787	0.0411096	5.442	0.106228	0.0	0.0	0.0	0.0	2.385	0.0362859	0.852	0.0361478	30.774	0.0309839	2937.92	0.313422	716.395	0.00922113	1710900000.0	5.93089	0.38		73.5		416.63		245.0		0.5		1.3		0.0		317.455		11.5343		0.5622													
6441	2024-03-20 10:28:00		8.63932	0.142591	95693.2	1.46341	0.0	0.0	37601.0	0.0	98.0909	0.290803	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	3.28583e-06	105.064	2.90509e-06	0.0857143	0.0420026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.826	0.102545	5.482	0.0759825	0.0	0.0	0.0	0.0	2.391	0.0401248	0.873	0.0221359	30.726	0.0309839	2938.25	0.345868	716.372	0.0118655	1710900000.0	6.20484															316.336		11.3204		0.5622													
6442	2024-03-20 10:28:20		8.22756	0.0547787	95696.5	1.96241	0.0	0.0	37743.4	660.145	98.75	0.575669	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.519773	0.00150756	51.8996	4.93481e-06	105.064	2.82179e-06	0.07975	0.0490394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.878	0.0671317	5.469	0.0636745	0.0	0.0	0.0	0.0	2.398	0.0289828	0.852	0.0361478	30.726	0.0309839	2938.25	0.301543	716.369	0.00683608	1710900000.0	5.33854															315.13	0.352776	11.1444	0.0492853	0.5622	0.0												
6443	2024-03-20 10:28:40		8.29205	0.174324	95696.2	2.25611	0.0	0.0	38366.8	1361.64	99.2889	0.548644	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.52	0.0	51.8996	5.4557e-06	105.064	4.09447e-06	0.107353	0.0891971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.772	0.216426	5.509	0.062796	0.0	0.0	0.0	0.0	2.379	0.0307137	0.898	0.0289828	30.669	0.0338132	2938.03	0.177331	716.382	0.0041052	1710900000.0	5.91608															315.161		11.0681		0.5622													
6444	2024-03-20 10:29:00		8.71432	0.0530641	95691.1	1.61072	0.0	0.0	40662.8	472.318	100.091	0.290803	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.518889	0.00317821	51.8996	6.72805e-06	105.064	5.88908e-06	0.27	0.16899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068	0.090037	5.469	0.0636745	0.0	0.0	0.0	0.0	2.404	0.0309839	0.916	0.0309839	30.655	0.0368932	2938.32	0.223207	716.363	0.00984112	1710900000.0	6.20484															316.264		11.0411		0.5622													
6445	2024-03-20 10:29:20		9.12911	0.153487	95685.7	1.72427	0.0	0.0	40734.0	0.0	100.795	0.631703	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.511818	0.00390154	51.8996	5.63642e-06	105.064	8.80091e-06	0.175929	0.123909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.893	0.126408	5.4	0.0737865	0.0	0.0	0.0	0.0	2.398	0.0404969	0.898	0.0289828	30.669	0.0338132	2938.81	0.192405	716.338	0.00838216	1710900000.0	6.25658															317.672		11.0286		0.5622													
6446	2024-03-20 10:29:40		9.54818	0.0836736	95680.1	2.66215	0.0	0.0	40734.0	0.0	101.568	0.661138	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.51	1.12306e-16	51.8996	1.76672e-05	105.064	5.75036e-06	0.164375	0.142424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.774	0.151526	5.442	0.0590292	0.0	0.0	0.0	0.0	2.398	0.0289828	0.865	0.0422295	30.682	0.0376534	2938.9	0.119497	716.325	0.00440785	1710900000.0	4.87126	0.55		73.0		421.9		248.0		0.9		1.3		0.0		318.288		11.018		0.5622													
